			% of divergence bins:
Rname	Rclass	Rfam	[0;0.25[	[0.25;0.5[	[0.5;0.75[	[0.75;1[	[1;1.25[	[1.25;1.5[	[1.5;1.75[	[1.75;2[	[2;2.25[	[2.25;2.5[	[2.5;2.75[	[2.75;3[	[3;3.25[	[3.25;3.5[	[3.5;3.75[	[3.75;4[	[4;4.25[	[4.25;4.5[	[4.5;4.75[	[4.75;5[	[5;5.25[	[5.25;5.5[	[5.5;5.75[	[5.75;6[	[6;6.25[	[6.25;6.5[	[6.5;6.75[	[6.75;7[	[7;7.25[	[7.25;7.5[	[7.5;7.75[	[7.75;8[	[8;8.25[	[8.25;8.5[	[8.5;8.75[	[8.75;9[	[9;9.25[	[9.25;9.5[	[9.5;9.75[	[9.75;10[	[10;10.25[	[10.25;10.5[	[10.5;10.75[	[10.75;11[	[11;11.25[	[11.25;11.5[	[11.5;11.75[	[11.75;12[	[12;12.25[	[12.25;12.5[	[12.5;12.75[	[12.75;13[	[13;13.25[	[13.25;13.5[	[13.5;13.75[	[13.75;14[	[14;14.25[	[14.25;14.5[	[14.5;14.75[	[14.75;15[	[15;15.25[	[15.25;15.5[	[15.5;15.75[	[15.75;16[	[16;16.25[	[16.25;16.5[	[16.5;16.75[	[16.75;17[	[17;17.25[	[17.25;17.5[	[17.5;17.75[	[17.75;18[	[18;18.25[	[18.25;18.5[	[18.5;18.75[	[18.75;19[	[19;19.25[	[19.25;19.5[	[19.5;19.75[	[19.75;20[	[20;20.25[	[20.25;20.5[	[20.5;20.75[	[20.75;21[	[21;21.25[	[21.25;21.5[	[21.5;21.75[	[21.75;22[	[22;22.25[	[22.25;22.5[	[22.5;22.75[	[22.75;23[	[23;23.25[	[23.25;23.5[	[23.5;23.75[	[23.75;24[	[24;24.25[	[24.25;24.5[	[24.5;24.75[	[24.75;25[	[25;25.25[	[25.25;25.5[	[25.5;25.75[	[25.75;26[	[26;26.25[	[26.25;26.5[	[26.5;26.75[	[26.75;27[	[27;27.25[	[27.25;27.5[	[27.5;27.75[	[27.75;28[	[28;28.25[	[28.25;28.5[	[28.5;28.75[	[28.75;29[	[29;29.25[	[29.25;29.5[	[29.5;29.75[	[29.75;30[	[30;30.25[	[30.25;30.5[	[30.5;30.75[	[30.75;31[	[31;31.25[	[31.25;31.5[	[31.5;31.75[	[31.75;32[	[32;32.25[	[32.25;32.5[	[32.5;32.75[	[32.75;33[	[33;33.25[	[33.25;33.5[	[33.5;33.75[	[33.75;34[	[34;34.25[	[34.25;34.5[	[34.5;34.75[	[34.75;35[	[35;35.25[	[35.25;35.5[	[35.5;35.75[	[35.75;36[	[36;36.25[	[36.25;36.5[	[36.5;36.75[	[36.75;37[	[37;37.25[	[37.25;37.5[	[37.5;37.75[	[37.75;38[	[38;38.25[	[38.25;38.5[	[38.5;38.75[	[38.75;39[	[39;39.25[	[39.25;39.5[	[39.5;39.75[	[39.75;40[	[40;40.25[	[40.25;40.5[	[40.5;40.75[	[40.75;41[	[41;41.25[	[41.25;41.5[	[41.5;41.75[	[41.75;42[	[42;42.25[	[42.25;42.5[	[42.5;42.75[	[42.75;43[	[43;43.25[	[43.25;43.5[	[43.5;43.75[	[43.75;44[	[44;44.25[	[44.25;44.5[	[44.5;44.75[	[44.75;45[	[45;45.25[	[45.25;45.5[	[45.5;45.75[	[45.75;46[	[46;46.25[	[46.25;46.5[	[46.5;46.75[	[46.75;47[	[47;47.25[	[47.25;47.5[	[47.5;47.75[	[47.75;48[	[48;48.25[	[48.25;48.5[	[48.5;48.75[	[48.75;49[	[49;49.25[	[49.25;49.5[	[49.5;49.75[	[49.75;50[	[50;50.25[	[50.25;50.5[	[50.5;50.75[	[50.75;51[	[51;51.25[	[51.25;51.5[	[51.5;51.75[	[51.75;52[	[52;52.25[	[52.25;52.5[	[52.5;52.75[	[52.75;53[	[53;53.25[	[53.25;53.5[	[53.5;53.75[	[53.75;54[	[54;54.25[	[54.25;54.5[	[54.5;54.75[	[54.75;55[	[55;55.25[	[55.25;55.5[	[55.5;55.75[	[55.75;56[	[56;56.25[	[56.25;56.5[	[56.5;56.75[	[56.75;57[	[57;57.25[	[57.25;57.5[	[57.5;57.75[	[57.75;58[	[58;58.25[	[58.25;58.5[	[58.5;58.75[	[58.75;59[	[59;59.25[	[59.25;59.5[	[59.5;59.75[	[59.75;60[	[60;60.25[	[60.25;60.5[	[60.5;60.75[	[60.75;61[	[61;61.25[	[61.25;61.5[	[61.5;61.75[	[61.75;62[	[62;62.25[	[62.25;62.5[	[62.5;62.75[	[62.75;63[	[63;63.25[	[63.25;63.5[	[63.5;63.75[	[63.75;64[	[64;64.25[	[64.25;64.5[	[64.5;64.75[	[64.75;65[	[65;65.25[	[65.25;65.5[	[65.5;65.75[	[65.75;66[	[66;66.25[	[66.25;66.5[	[66.5;66.75[	[66.75;67[	[67;67.25[	[67.25;67.5[	[67.5;67.75[	[67.75;68[	[68;68.25[	[68.25;68.5[	[68.5;68.75[	[68.75;69[	[69;69.25[	[69.25;69.5[	[69.5;69.75[	[69.75;70[	[70;70.25[	[70.25;70.5[	[70.5;70.75[	[70.75;71[	[71;71.25[	[71.25;71.5[	[71.5;71.75[	[71.75;72[	[72;72.25[	[72.25;72.5[	[72.5;72.75[	[72.75;73[	[73;73.25[	[73.25;73.5[	[73.5;73.75[	[73.75;74[	[74;74.25[	[74.25;74.5[	[74.5;74.75[	[74.75;75[	[75;75.25[	[75.25;75.5[	[75.5;75.75[	[75.75;76[	[76;76.25[	[76.25;76.5[	[76.5;76.75[	[76.75;77[	[77;77.25[	[77.25;77.5[	[77.5;77.75[	[77.75;78[	[78;78.25[	[78.25;78.5[	[78.5;78.75[	[78.75;79[	[79;79.25[	[79.25;79.5[	[79.5;79.75[	[79.75;80[	[80;80.25[	[80.25;80.5[	[80.5;80.75[	[80.75;81[	[81;81.25[	[81.25;81.5[	[81.5;81.75[	[81.75;82[	[82;82.25[	[82.25;82.5[	[82.5;82.75[	[82.75;83[	[83;83.25[	[83.25;83.5[	[83.5;83.75[	[83.75;84[	[84;84.25[	[84.25;84.5[	[84.5;84.75[	[84.75;85[	[85;85.25[	[85.25;85.5[	[85.5;85.75[	[85.75;86[	[86;86.25[	[86.25;86.5[	[86.5;86.75[	[86.75;87[	[87;87.25[	[87.25;87.5[	[87.5;87.75[	[87.75;88[	[88;88.25[	[88.25;88.5[	[88.5;88.75[	[88.75;89[	[89;89.25[	[89.25;89.5[	[89.5;89.75[	[89.75;90[	[90;90.25[	[90.25;90.5[	[90.5;90.75[	[90.75;91[	[91;91.25[	[91.25;91.5[	[91.5;91.75[	[91.75;92[	[92;92.25[	[92.25;92.5[	[92.5;92.75[	[92.75;93[	[93;93.25[	[93.25;93.5[	[93.5;93.75[	[93.75;94[	[94;94.25[	[94.25;94.5[	[94.5;94.75[	[94.75;95[	[95;95.25[	[95.25;95.5[	[95.5;95.75[	[95.75;96[	[96;96.25[	[96.25;96.5[	[96.5;96.75[	[96.75;97[	[97;97.25[	[97.25;97.5[	[97.5;97.75[	[97.75;98[	[98;98.25[	[98.25;98.5[	[98.5;98.75[	[98.75;99[	[99;99.25[	[99.25;99.5[	[99.5;99.75[	[99.75;100[
Wilpoe109	LTR	Unknown	1768	553	3992	5096	8255	35382	11837	14485	10429	4744	9944	3028	5276	2448	2392	3291	4198	2292	1650	3288	1866	548	0	1067	614	1892	548	593	0	551	0	2054	981	0	591	1650	557	551	1098	552	551	2179	69	617	0	548	1097	0	551	542	671	1718	1089	2725	1101	1790	1097	746	1578	1859	2040	204	872	536	0	52	684	640	2176	1573	207	549	1415	1959	2682	533	1208	2122	3685	1702	521	2098	2410	2915	4822	2384	4189	3191	3330	1087	1351	4880	4288	1606	1360	2353	1205	170	68	4	99	0	0	0	103	94	40	119	115	0	0	0	226	91	0	0	0	106	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe013	LTR	Unknown	0	0	0	0	0	0	0	298	94	2238	0	2417	9235	11	4132	5101	14393	11223	2641	7727	16636	1245	5716	10355	6257	3878	5611	103	4659	579	2230	2057	113	2257	861	1425	470	13	774	0	2139	2017	3457	8	773	1751	321	1161	47	0	52	50	8	0	135	81	0	207	1022	0	121	6	138	482	784	0	93	0	0	103	0	0	0	93	0	0	0	0	38	0	0	334	0	0	17	0	23	0	159	194	24	0	0	0	7	0	0	0	0	24	156	0	0	66	0	487	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AviRTE_Buceros_rhinoceros	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	48	0	5	0	0	0	0	0	24	21	38	0	0	0	0	369	6	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UcyLTRK6	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe005	LTR	Unknown	37	0	0	0	0	0	0	154	398	0	210	640	350	189	3677	4626	2380	5538	6044	6324	11140	11815	8773	14255	12526	12161	8950	7609	10058	14227	7137	12862	13176	7537	3979	3434	5225	2377	4667	5684	4503	10543	9027	6313	10807	4263	5674	6402	2889	4764	5071	5764	1072	4836	4467	2811	7259	9069	11091	7855	11431	7741	8486	4096	4238	8603	4618	2775	5432	3104	2932	766	1880	957	1169	745	1186	950	206	0	1231	174	1134	717	558	573	420	355	0	374	173	230	278	555	466	81	130	280	492	414	267	259	0	34	0	16	41	22	0	0	0	0	0	22	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe017	LTR	Unknown	0	0	0	0	0	317	627	1136	1849	1720	1231	7295	10053	10779	24122	23197	20367	24871	37931	37007	7117	20662	19082	5394	14461	18260	16156	50	4078	4171	5558	12163	1576	3388	686	2522	379	567	515	740	0	258	6	800	1632	2095	576	13	1142	6	0	1368	1691	19	1176	99	1598	14	65	1308	0	0	0	756	0	832	0	128	59	0	310	939	2264	903	1088	348	253	910	471	262	319	1099	564	465	0	707	622	1416	2284	638	471	1191	296	488	0	146	0	0	0	0	0	0	0	0	0	0	0	52	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe099	Unknown	Unknown	0	0	0	0	0	68	0	53	48	0	0	0	0	0	565	0	1166	791	807	1620	2398	4009	2920	3900	2879	6595	4586	4870	3432	5054	3991	4347	5006	3931	1703	2613	1774	1250	1856	1986	1976	2021	974	1479	1294	554	395	1824	525	559	998	312	955	756	415	1071	647	232	156	378	622	580	345	83	186	202	0	201	736	1047	386	76	62	61	0	0	377	185	0	430	98	201	0	0	0	0	24	72	0	0	0	0	28	0	0	0	0	136	0	12	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	22	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe156	LTR	Unknown	364	0	0	0	0	296	492	654	383	1561	75	2590	2474	1298	3193	1062	2667	371	2871	255	2892	0	1266	963	622	726	138	1546	0	417	0	354	0	221	213	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5a-b_Ucy	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	47	65	42	127	38	54	136	81	109	227	261	114	108	172	64	50	253	236	330	393	271	323	494	437	536	868	738	505	488	674	1605	1660	454	1887	2347	3189	3426	1893	3257	9211	5627	6280	8428	12736	14864	14555	18420	14220	19823	18035	28399	20957	21069	20811	24123	20447	26846	27504	22630	23231	21843	19735	21753	24716	17996	18081	17560	13556	15282	11308	15961	12631	14411	10208	8852	8656	9340	6609	7156	5316	6392	4625	2283	2269	2266	3299	2294	3032	2580	886	1459	1684	1966	555	1503	1469	2171	2404	1696	1286	2242	997	406	390	428	837	582	739	1111	526	426	322	168	203	0	61	0	0	132	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe118	LTR	Unknown	0	0	0	0	0	0	0	572	100	0	0	578	584	577	0	0	0	0	573	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	417	581	0	0	394	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	417	0	0	0	430	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a3_LTR_Ucy	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a2_LTR-Lb_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	167	220	0	0	394	165	0	0	32	0	0	0	0	0	0	0	76	0	252	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
