			Million years bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[	[50;51[	[51;52[	[52;53[	[53;54[	[54;55[	[55;56[	[56;57[	[57;58[	[58;59[	[59;60[	[60;61[	[61;62[	[62;63[	[63;64[	[64;65[	[65;66[	[66;67[	[67;68[	[68;69[	[69;70[	[70;71[	[71;72[	[72;73[	[73;74[	[74;75[	[75;76[	[76;77[	[77;78[	[78;79[	[79;80[	[80;81[	[81;82[	[82;83[	[83;84[	[84;85[	[85;86[	[86;87[	[87;88[	[88;89[	[89;90[	[90;91[	[91;92[	[92;93[	[93;94[	[94;95[	[95;96[	[96;97[	[97;98[	[98;99[	[99;100[
Wilpoe107	LTR	Unknown	0	0	0	0	0	53	51	225	146	633	2524	3783	5294	6961	5524	6282	4380	4750	5542	3520	1702	580	2261	1908	1404	1077	1642	1261	458	1136	1088	1346	1439	2975	2721	3361	4256	3321	3546	5677	3567	1634	1921	1334	1455	1243	196	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-X1NA_Ucy	LINE	CR1	0	0	182	166	207	262	305	879	1196	1708	2676	4901	4042	8547	11481	10880	19447	23186	33154	32651	36845	30372	32401	31027	26362	21956	18817	14944	13264	9127	7002	6039	5950	4829	2302	2406	2691	3074	2222	1862	1325	898	1792	684	699	841	1003	539	277	534	134	176	79	0	95	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe093	LTR	Unknown	29	0	0	0	128	128	658	838	14801	15068	28926	34045	26894	21358	20903	18720	14344	5421	9440	3128	4607	894	1855	854	655	1121	1116	458	1051	459	2401	2653	2493	1017	1224	1819	2428	3472	2319	2003	2375	937	1347	1093	480	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-E3_fAlb	LINE	CR1	135	0	232	39	104	224	567	1163	2492	4299	8132	13223	19776	32880	47000	64271	83840	107797	122499	131483	139014	148700	131672	108790	96432	81864	61354	44459	35473	26681	19206	12646	6596	3377	3720	3578	1717	1353	1262	1670	475	471	819	551	625	684	587	584	353	731	501	313	271	332	160	114	43	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL2a8-Lc_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	43	0	75	53	0	0	55	0	59	0	128	0	84	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe029	LINE	CR1	57	0	51	92	37	116	252	792	458	830	899	1662	3525	7287	11232	20292	36729	76790	107823	147681	177283	185104	208146	207623	173702	181660	134764	130084	103103	75689	58460	39778	32048	23384	14557	13786	16627	15807	23791	29376	41438	77195	70855	81234	78179	83919	81490	69807	52872	25035	24450	14818	9933	4677	3106	2096	1093	1589	855	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe038	LTR	ERVL	83	0	319	486	2877	4088	8980	7871	5479	3310	1125	5524	786	2871	682	693	406	1006	452	205	728	1683	867	976	767	4751	2279	2683	35	234	353	228	16	5	71	839	421	180	157	389	0	25	26	0	0	584	128	106	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe111	LTR	Unknown	0	216	1974	3975	5266	4717	4289	2689	2696	2827	2963	1598	955	665	111	156	19	230	438	0	1	31	39	0	0	31	0	0	0	0	89	50	0	59	0	0	26	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe102	SINE	AviRTE	326	3363	17720	69316	128775	129166	87278	50589	29740	20294	30629	39872	57724	66841	73762	74845	72651	66288	57401	37000	30495	22023	12534	10597	3652	2258	1383	639	584	412	0	122	125	270	107	0	243	0	158	0	366	65	227	70	0	124	0	70	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2b1_LTR-Lb_fAlb	LTR	ERV3	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe055	Unknown	Unknown	31	202	3557	6657	11413	6154	3452	1498	0	154	0	79	684	2043	1389	2064	1815	623	1765	758	241	189	238	0	0	0	0	0	187	0	144	0	0	213	135	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe085	LTR	Unknown	0	0	0	84	0	294	127	273	76	559	471	317	1702	3582	7579	18928	20269	17071	15656	22699	21749	13535	14671	4719	11163	12658	8514	19484	15088	16106	17268	18860	22843	18163	18900	15538	12948	8226	8108	4617	2452	2080	1193	552	92	503	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe148	LTR	Unknown	249	0	0	4668	3924	12715	11781	11585	13801	12775	17402	8522	2624	3156	1455	671	1145	459	1841	2668	2541	4060	3248	1269	419	1641	462	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe144	LTR	ERVL	81	0	376	1141	2939	22263	9059	8946	10811	5488	6099	3229	6321	4365	3909	3035	3836	5144	4204	1655	2330	532	1978	1779	964	800	2530	3390	4773	8074	2959	3508	2766	4214	3468	1813	1160	648	790	342	545	426	344	847	281	37	0	21	0	71	0	76	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK6a_LTR_Ucy	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe034	LTR	ERVL	31	0	0	43	0	0	68	83	0	0	193	187	1187	956	2041	2190	13004	11865	19788	23247	25428	28271	22390	25927	19167	15257	12106	9299	8276	6715	10223	8933	7262	9655	8733	10661	11336	5869	7099	6380	4381	4307	2022	2340	1656	1496	1044	466	21	266	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe066	LTR	Unknown	0	0	0	0	0	0	0	1060	677	373	1506	2997	799	3156	1727	1690	2171	1358	2835	1522	1118	2545	1919	3511	2562	2106	3438	2678	3003	1958	2833	6589	7892	6972	4509	6780	2584	1732	1900	731	678	566	0	595	0	208	0	135	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe154	Unknown	Unknown	81	0	314	159	597	79	3668	7507	23546	38514	48421	57553	33964	19961	8731	1330	3522	1679	1678	161	0	0	0	47	0	0	8	0	62	297	0	0	0	0	35	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe150	LTR	Unknown	4165	16249	81603	171467	197328	155859	102272	88812	51034	40719	28825	22926	15644	12758	11710	5979	7991	5007	6246	5498	4995	7508	5644	6290	5488	5660	5542	4544	5337	4279	4284	5243	4895	4704	3897	3926	4742	4372	3761	2959	3481	4550	3078	3104	4204	2921	3461	2316	3279	2657	1869	1239	874	551	419	186	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe003	LTR	ERVK	133124	157048	28955	91567	94930	59871	21044	2828	5215	0	15	63	0	13	30	0	58	0	3633	354	0	43	0	0	0	0	40	0	1424	0	0	0	0	1655	0	0	4845	2772	0	0	0	194	0	0	1262	542	3217	2431	4034	6208	10020	3660	3175	1870	926	0	0	0	49	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe100	LTR	Unknown	157	0	707	2906	9055	18280	32525	29139	14580	11229	10541	3724	4157	3724	5928	2318	1655	878	459	462	67	100	424	0	426	12	0	21	24	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-E1_fAlb	LINE	CR1	151	0	0	0	196	57	282	584	1012	1733	3589	5531	5805	11143	17734	18047	14869	21489	20291	20482	16367	14930	13779	7936	13051	5681	4238	3648	3386	5412	2923	2788	1631	2119	1364	1924	661	733	742	554	909	415	503	450	494	226	491	239	398	256	38	33	60	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe044	LINE	Unknown	0	0	0	0	108	274	371	316	1609	2936	6258	13658	19375	22232	17339	17599	15712	18261	10399	12141	9937	5444	7111	6182	5403	9728	9686	5112	9675	7941	7807	7078	4399	3760	2172	2204	864	1091	543	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTRK10	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe027	LTR	Unknown	0	0	0	82	107	333	1515	1230	6181	8231	16924	18977	8184	6812	5439	4233	4240	3587	4154	3022	3303	5443	4723	5444	5539	9293	8077	17255	25691	38993	53753	67081	76253	94734	109641	115037	100840	104234	81020	60865	46324	39964	20926	13792	6406	4175	2404	1544	691	206	213	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5a-b_Ucy	LTR	ERV3	0	0	0	0	32	0	47	272	123	257	602	344	470	673	945	1446	1900	2397	2684	6564	7575	16498	21957	41973	45396	60444	54428	63560	65794	55793	57562	45692	36040	36809	26043	21034	15411	10213	7333	6979	3856	3361	4919	4637	4293	975	1855	2368	851	268	61	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL1b-L_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe145	LTR	Unknown	8624	28969	30991	20403	50825	17448	11251	17073	7422	4098	2860	811	379	0	372	0	0	410	1657	410	841	133	132	0	271	345	1284	1582	2811	3127	1838	1034	1397	1911	2847	2841	2925	2785	2845	2020	1978	2732	1566	1599	1490	189	687	338	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe109	LTR	Unknown	3409	35053	42900	20111	13864	7580	7589	5705	1615	2506	1141	2605	1028	2751	2201	2730	686	1645	1174	3397	5485	1974	4935	1618	588	2406	3423	3374	3347	6883	3794	7483	9764	6542	8890	5661	3558	242	99	196	247	28	226	91	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe133	LTR	Unknown	784	760	1306	1122	1685	1473	495	1108	1865	588	360	355	0	0	1693	2040	358	605	0	0	0	0	0	0	610	0	0	0	365	0	0	0	0	67	10	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe117	LTR	Unknown	222	1337	12878	18487	27719	13176	10267	7724	7566	2720	4298	6284	4994	7418	6650	4946	5349	1656	3213	1647	566	524	0	0	185	0	640	0	0	0	0	0	292	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe140	LTR	ERVK	2755	28992	186274	97115	41333	6689	0	14937	151	0	188	155	524	62	2576	37	106	1732	1990	280	280	523	0	59	527	0	544	0	8	106	0	33	0	4059	7	172	424	0	41	249	375	43	383	379	544	812	3740	1775	5592	4225	7331	4745	4368	419	528	543	370	0	114	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe026	LINE	RTE	3295	153616	384690	250332	215804	254370	201402	184280	192806	150592	213183	220716	151560	134219	100196	47036	26494	26014	9915	6660	6128	4510	2073	3558	1417	1103	1519	105	230	446	277	35	138	18	43	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UcyLTRK6	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UcyLTRL3	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe110	LTR	ERVL	0	0	0	38	0	0	0	0	1135	0	1426	3856	4726	1277	7570	7695	3113	4278	2539	1345	2512	1660	2709	1882	1242	2104	634	1888	2862	1452	2315	2371	842	1608	750	1563	2992	2378	2191	3572	2037	1829	1698	636	933	195	974	133	173	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe081	LTR	ERVK	15362	59976	36507	38457	43991	37321	27553	6740	6284	4642	2734	0	0	0	2069	6	0	0	0	6	0	0	0	2076	0	0	846	0	0	0	0	164	0	4034	3055	68	0	0	0	0	267	1007	0	2436	5202	3044	2382	3810	5799	2864	1787	777	0	876	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-J2_fAlb	LINE	CR1	0	0	0	0	0	27	0	0	104	47	129	158	49	114	304	228	529	753	651	1548	1338	2411	2361	5956	4748	4551	5128	4288	5366	4262	4392	4411	3882	4217	1434	1297	1884	418	1276	679	451	712	486	547	244	59	457	104	243	358	516	272	47	118	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5a-a_Ucy	LTR	ERV3	30	0	0	0	0	0	0	0	36	112	0	148	440	373	872	397	693	1074	836	1222	1180	1325	2238	2882	6847	6082	8189	11556	15731	12462	14087	15351	15084	16654	13998	11295	10480	9208	5982	4679	4005	4238	2874	1959	1882	1623	971	820	605	130	398	115	117	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe151	LTR	Unknown	6263	8844	8077	612	1837	2457	951	0	736	144	1076	3446	718	0	162	60	0	0	0	0	0	110	144	0	0	159	109	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe032	LTR	ERVL	0	0	0	0	100	0	71	43	210	303	45	326	882	1165	4481	8487	14103	19190	32858	27243	40815	32084	38002	28712	25683	22077	22023	20180	15641	9015	13328	8895	13801	9099	12304	11587	10817	12760	11413	8417	8394	5700	5133	2702	2129	865	309	264	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-J1b_fAlb	LINE	CR1	19	0	0	0	0	29	44	0	89	126	120	0	180	273	192	367	1351	515	344	587	3063	3276	4524	6620	10688	12180	13795	17825	17808	16367	13278	12212	11180	11989	7517	8166	5448	5007	4461	3307	3736	3300	2542	2190	2007	884	758	880	160	380	150	205	269	48	0	43	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe086	Unknown	Unknown	241	2670	10837	59411	78324	31053	14859	5491	2400	632	992	481	204	132	1062	0	0	0	97	0	0	70	38	19	66	175	67	153	95	191	142	306	458	379	372	647	1160	3202	1210	938	525	289	266	476	114	81	97	0	97	141	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe101	SINE	SINE2	2077	9749	26940	48922	64645	79563	77456	73512	57412	41472	48239	40013	24273	12117	9201	7673	4279	3818	2952	3647	3731	4410	3584	3545	2650	1803	2064	1316	1573	1314	681	944	556	878	233	631	129	116	89	236	64	46	106	15	78	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2_I_Ucy	LTR	ERVL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	201	48	43	0	58	42	225	355	237	79	221	181	1400	722	623	119	206	930	312	205	1426	201	193	470	616	973	666	1031	314	622	2574	877	520	2059	1267	775	470	40	116	521	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe087	Unknown	Unknown	46	2314	3236	7067	11519	6314	6186	8845	6351	5401	6295	6768	4188	9032	7392	6599	5365	6204	3632	4134	2286	1695	2594	1541	1422	808	1939	680	1492	643	457	363	900	1295	1347	1260	852	1018	644	811	783	473	587	1207	952	869	831	893	209	213	129	18	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL4a-Lb_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	287	0	58	0	74	79	19	0	11	0	0	0	54	0	256	4	45	83	53	31	12	99	299	0	16	300	89	29	88	131	0	14	0	52	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe099	Unknown	Unknown	0	0	121	48	0	565	2764	4585	9890	10937	12867	10050	12413	4886	4637	4968	3231	2043	1918	1961	1944	1377	1156	1008	388	201	2245	123	377	185	729	0	96	0	0	28	136	12	157	0	0	0	0	2	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe126	LTR	Unknown	0	0	270	817	1600	2042	814	904	966	270	787	1508	1623	0	1229	819	269	572	0	0	271	0	0	0	13	13	0	0	0	133	32	0	101	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL3c_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe021	LTR	Unknown	50	0	491	3824	12005	19414	20415	19116	16479	10308	8199	11917	4221	2416	7802	1490	3298	4144	1392	727	2440	541	1073	764	445	877	3794	4725	7104	8083	5469	3212	6087	7245	4385	4270	2941	1859	3007	1304	1881	2396	1674	1274	874	1192	773	666	570	584	602	0	160	0	298	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe006	LTR	ERVL	476616	591024	92021	77844	64396	18369	12576	3192	2645	1588	3769	4352	4962	15674	10210	39	5248	2196	5563	5661	2732	2869	3229	17941	297060	458194	98385	39889	92310	71138	55426	27781	13645	19680	31576	15351	26359	30817	27702	22137	24156	10449	19210	15835	24064	18296	11576	5962	3752	2261	2212	3147	2072	818	0	304	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a1_LTR-Lb_Ucy	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	49	0	0	94	0	0	0	192	124	341	0	0	0	81	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe092	Unknown	Unknown	818	0	4344	20331	9556	6639	4256	3136	3232	2136	5292	5709	5853	13973	8590	5437	1502	1590	2728	3225	3660	2606	2197	1976	780	3948	5214	5024	2664	5016	4108	2270	3424	1730	2196	1088	1949	508	1331	699	730	773	311	1365	583	0	0	263	0	225	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe142	LTR	Unknown	356	210	3480	9136	22587	27198	22082	17569	9764	2651	1556	862	1410	1075	263	1392	1714	700	631	518	113	517	910	84	532	578	105	375	30	74	0	48	156	0	0	0	174	0	0	236	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
