(null)ID	Orthogroup	Wilpoe	Acachl	Amacol	Campar	Coralt	Corbra	Corcor	Cyacae	Emptra	Erygou	Falche	Falper	Ficalb	Geofor	Junhie	Lepcor	Lonstr	Manvit	Melund	Neochr	Nesnot	Parmaj	Pipfil	Psehum	Sercan	Taegut	Zonalb	Hypoch	Rhemel
(null)	OG0012762	1	0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
(null)	OG0012763	1	0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
(null)	OG0012764	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1
(null)	OG0012765	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
(null)	OG0012766	1	1	0	1	1	1	1	0	2	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1
(null)	OG0012767	1	2	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1
(null)	OG0012768	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1
(null)	OG0012769	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1	0
(null)	OG0012770	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1
(null)	OG0012771	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1
(null)	OG0012772	1	0	1	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
(null)	OG0012773	1	2	0	1	1	0	0	0	2	1	1	1	0	0	1	1	1	0	0	1	0	2	1	1	0	1	0	1	0
(null)	OG0012774	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1
(null)	OG0012775	1	0	1	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1
(null)	OG0012776	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1
(null)	OG0012777	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1
(null)	OG0012778	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	2	1	0	1	1	1	1	1	1	1	1	0	0
(null)	OG0012779	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1
(null)	OG0012780	0	1	1	0	0	1	1	1	0	1	1	2	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1
(null)	OG0012781	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0
(null)	OG0012782	0	1	2	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	2	1	0	1	2	0	1	0	0	0
(null)	OG0012783	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1
(null)	OG0012784	0	1	1	1	2	1	0	1	0	4	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0
(null)	OG0012785	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0
(null)	OG0012786	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	2	0	1	1	1	1	2	1	0	0	0	0	0
(null)	OG0012787	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0
(null)	OG0012788	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0
(null)	OG0012789	0	1	0	1	2	0	0	3	1	0	1	1	0	0	0	0	1	0	0	3	1	1	1	1	0	2	0	0	0
(null)	OG0012790	0	1	1	1	1	1	1	1	2	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0
(null)	OG0012791	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	2	0	1	1	0	1	0	0	1
(null)	OG0012792	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0
(null)	OG0012793	0	1	0	1	1	0	0	1	1	2	0	0	0	0	1	1	2	1	0	0	1	1	1	1	1	1	2	0	0
(null)	OG0012794	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	2	2	1	0	0	0	1	0
(null)	OG0012795	0	1	0	0	3	1	0	1	1	3	0	0	0	0	3	1	1	0	0	0	1	1	0	0	2	0	0	0	0
(null)	OG0012796	0	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	2	1	1	1	0	0	0
(null)	OG0012797	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1
(null)	OG0012798	0	0	2	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	2	1	0	2	0	0	0
(null)	OG0012799	0	0	2	1	2	1	0	1	2	0	1	1	2	0	0	1	1	0	0	3	0	0	2	1	0	0	0	0	0
(null)	OG0012800	0	0	1	1	1	1	0	0	1	4	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0
(null)	OG0012801	0	0	3	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	2	0	0	0
(null)	OG0012802	0	0	1	1	0	1	0	1	0	4	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	2	1	0	0
(null)	OG0012803	0	0	2	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	2	0	1	0
(null)	OG0012804	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0
(null)	OG0012805	0	0	1	0	1	1	1	2	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1
(null)	OG0012806	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	2	0	0	2	0	1	1	1	3	2	2	0	0
(null)	OG0012807	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0
(null)	OG0012808	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1
(null)	OG0012809	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0
(null)	OG0012810	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0
(null)	OG0012811	0	0	0	2	1	1	3	0	4	0	0	0	0	1	0	0	0	0	0	2	1	0	2	3	0	0	0	0	0
(null)	OG0012812	0	0	0	1	1	1	0	2	1	0	1	1	1	1	0	1	2	1	0	1	0	0	1	1	1	1	1	0	0
(null)	OG0012813	0	0	0	1	2	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0
(null)	OG0012814	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
(null)	OG0012815	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	2	1	1	1	0	0	0
(null)	OG0012816	0	0	0	1	2	1	0	1	1	1	1	1	0	1	0	1	1	2	0	0	0	1	1	1	0	2	1	0	0
(null)	OG0012817	0	0	0	1	2	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0
(null)	OG0012818	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
(null)	OG0012820	1	0	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	2	1	0	1	1	1	1	1	0	1	0
(null)	OG0012821	2	0	0	0	0	0	0	0	4	1	0	0	0	0	1	1	2	1	0	0	0	1	0	0	1	1	1	1	2
(null)	OG0012822	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
(null)	OG0012823	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1
(null)	OG0012824	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1
(null)	OG0012825	1	0	2	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0
(null)	OG0012826	1	0	2	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0
(null)	OG0012827	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1
(null)	OG0012828	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0
(null)	OG0012829	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0
(null)	OG0012830	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0
(null)	OG0012831	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1
(null)	OG0012832	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0
(null)	OG0012833	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
(null)	OG0012834	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0
(null)	OG0012835	1	0	2	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1
(null)	OG0012836	3	0	0	1	1	1	0	0	1	1	2	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	2	0
(null)	OG0012837	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1
(null)	OG0012838	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1
(null)	OG0012839	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1
(null)	OG0012840	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1
(null)	OG0012841	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1
(null)	OG0012842	3	1	2	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	1	0	2	0	0	0	0	0	1	3	2
(null)	OG0012843	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	1	2	0	1	2
(null)	OG0012844	1	0	1	1	3	0	0	0	1	1	0	0	1	0	1	0	1	0	0	2	0	1	1	1	0	1	0	1	1
(null)	OG0012845	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0
(null)	OG0012846	1	0	3	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0
(null)	OG0012847	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1
(null)	OG0012848	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1
(null)	OG0012849	1	0	0	1	1	1	1	0	2	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1
(null)	OG0012850	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1
(null)	OG0012851	1	0	2	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1
(null)	OG0012852	1	0	2	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	2	0	1	0	1	1
(null)	OG0012853	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0
(null)	OG0012854	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1
(null)	OG0012855	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1
(null)	OG0012856	1	1	1	1	2	1	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0
(null)	OG0012857	2	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1
(null)	OG0012858	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
(null)	OG0012859	1	0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1
(null)	OG0012860	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
(null)	OG0012861	2	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	2	2
(null)	OG0012862	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
(null)	OG0012863	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1
(null)	OG0012864	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
(null)	OG0012865	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
(null)	OG0012866	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
(null)	OG0012867	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1
(null)	OG0012868	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1
(null)	OG0012869	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	3	0	0	2	2	0	1	0	1	1
(null)	OG0012870	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1
(null)	OG0012871	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1
(null)	OG0012872	3	1	0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	1	0	2	3	1
(null)	OG0012873	1	0	2	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1
(null)	OG0012874	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
(null)	OG0012875	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
(null)	OG0012876	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1
(null)	OG0012877	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0
(null)	OG0012878	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1
(null)	OG0012879	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1
(null)	OG0012880	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
(null)	OG0012881	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1
(null)	OG0012882	1	0	0	1	1	1	0	0	0	1	1	1	2	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1
(null)	OG0012883	1	0	0	1	1	0	0	0	1	4	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1
(null)	OG0012884	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1
(null)	OG0012885	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
(null)	OG0012886	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	2	0
(null)	OG0012887	1	0	0	0	1	1	1	1	3	0	0	0	1	1	1	0	0	0	0	1	0	1	4	1	0	1	0	1	0
(null)	OG0012888	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1
(null)	OG0012889	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1
(null)	OG0012890	1	0	0	2	1	0	2	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	2	0	0	1	1	0	0
(null)	OG0012891	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0
(null)	OG0012892	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0
(null)	OG0012893	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1
(null)	OG0012894	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1
(null)	OG0012895	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1
(null)	OG0012896	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	2	1	0	1	1	1	1	1	0	0	0
(null)	OG0012897	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	3	1
(null)	OG0012898	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0
(null)	OG0012899	0	1	1	1	0	1	0	0	0	0	2	2	0	0	1	0	1	0	1	2	1	0	2	1	0	2	0	0	0
(null)	OG0012900	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	2	1	1	0	1	1	1	0	0	0
(null)	OG0012901	0	1	1	1	0	1	0	0	0	0	0	0	0	0	3	1	3	1	3	0	0	0	0	0	1	2	2	0	0
(null)	OG0012902	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0
(null)	OG0012903	0	1	1	1	0	1	0	1	1	2	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0
(null)	OG0012904	0	1	0	1	2	0	0	1	1	0	0	0	0	0	1	0	1	1	0	3	1	1	2	1	0	1	1	0	0
(null)	OG0012905	0	1	1	1	1	1	0	0	1	1	1	1	2	0	1	0	1	0	0	0	0	0	2	1	0	1	2	0	0
(null)	OG0012906	0	3	1	1	0	0	0	1	0	1	1	1	0	0	0	1	2	0	1	1	1	1	0	1	2	1	0	0	0
(null)	OG0012907	0	1	1	1	2	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
(null)	OG0012908	0	1	1	1	2	0	0	0	1	0	0	1	0	0	2	1	1	0	0	2	0	1	2	2	1	1	0	0	0
(null)	OG0012909	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	0	1	1
(null)	OG0012910	0	1	1	0	1	1	1	0	1	0	0	1	0	2	0	3	0	3	1	1	1	0	1	0	0	0	0	0	0
(null)	OG0012911	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	2	0	2	0
(null)	OG0012912	0	1	2	1	0	1	0	2	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	2	0	1	0	0	0
(null)	OG0012913	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	2	1	0	1	0	1	0
(null)	OG0012914	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0
(null)	OG0012915	0	1	0	1	1	0	0	1	0	1	0	0	2	1	0	0	1	1	1	1	0	0	1	1	1	3	1	0	0
(null)	OG0012916	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0
(null)	OG0012917	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0
(null)	OG0012918	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0
(null)	OG0012919	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0	2	0	1	1	0	0	3	1	1	0	0
(null)	OG0012920	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	2	0	0	0
(null)	OG0012921	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0
(null)	OG0012922	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1
(null)	OG0012923	0	1	1	1	2	1	0	0	0	0	1	1	2	0	0	0	1	0	1	1	0	1	1	1	0	3	0	0	0
(null)	OG0012924	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0
(null)	OG0012925	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0
(null)	OG0012926	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	2	0	1	1	0	0	1	1	2	1	0	0
(null)	OG0012927	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	2	0	0	0
(null)	OG0012928	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0
(null)	OG0012929	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0
(null)	OG0012930	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0
(null)	OG0012931	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
(null)	OG0012932	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	2	0	1	0
(null)	OG0012933	0	0	2	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	2	0	0	0
(null)	OG0012934	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	2	0	0	1	2	1	2	0	0	0
(null)	OG0012935	0	0	2	0	0	0	0	4	0	1	0	0	0	0	0	1	3	1	0	0	0	0	0	1	1	6	0	0	0
(null)	OG0012936	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0
(null)	OG0012937	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0
(null)	OG0012938	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0
(null)	OG0012939	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1
(null)	OG0012940	0	0	2	1	1	1	0	0	2	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	3	0	0	0
(null)	OG0012941	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0
(null)	OG0012942	0	0	1	1	2	1	0	1	0	1	0	1	0	1	0	2	1	1	0	1	0	0	2	1	1	2	0	0	0
(null)	OG0012943	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1
(null)	OG0012944	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
(null)	OG0012945	0	0	1	1	1	1	0	0	2	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0
(null)	OG0012946	0	0	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0
(null)	OG0012947	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0
(null)	OG0012948	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0
(null)	OG0012949	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0
(null)	OG0012950	0	0	0	1	4	1	1	0	1	1	1	1	0	0	1	0	1	0	0	2	0	1	1	1	0	1	0	0	0
(null)	OG0012951	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1
(null)	OG0012952	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	2	0	0	0	1	1	1	1	1	1	0	0
(null)	OG0012953	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0
(null)	OG0012954	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	0	0	0
(null)	OG0012955	0	0	0	1	0	1	0	4	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	3	1	0	0
(null)	OG0012956	0	0	0	1	1	1	0	1	2	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0
(null)	OG0012957	0	0	0	0	0	0	1	1	0	3	0	0	1	1	1	0	2	2	1	0	0	0	0	0	2	0	1	1	2
(null)	OG0012958	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	4	0	1	1	0	0	2	1	0	1	3	2	0	0
(null)	OG0012959	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1
(null)	OG0012960	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0
(null)	OG0012961	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1
(null)	OG0012962	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0
(null)	OG0012963	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1
(null)	OG0012964	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1
(null)	OG0012965	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1
